,Industry,assets,bea_ind_code,major_industry,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,tax_treat,z_mix,year
150,Health care and social assistance,712395514860.77893,,Health care and social assistance,-0.27968,0.25419,0.14909,0.28831,0.25419,0.26016,non-corporate,0.50979,2026
151,Information,167179370661.11032,,Information,-0.41925,0.18892,0.07131,0.21069,0.18892,0.19253,non-corporate,0.71287,2026
152,Management of companies and enterprises,90403382554.93427,,Management of companies and enterprises,-0.24018,0.27630,0.17476,0.31028,0.27630,0.28248,non-corporate,0.42195,2026
153,Manufacturing,649562708068.65234,,Manufacturing,-0.28629,0.24675,0.14177,0.28464,0.24675,0.25380,non-corporate,0.51348,2026
154,Mining,317661770013.00690,,Mining,-0.47838,0.14266,0.02114,0.17781,0.14266,0.14890,non-corporate,0.80931,2026
155,"Other services, except government",434659499245.13385,,"Other services, except government",-0.31316,0.23918,0.13094,0.26969,0.23918,0.24438,non-corporate,0.50819,2026
156,"Professional, scientific, and technical services",309828490189.64392,,"Professional, scientific, and technical services",-0.34623,0.21984,0.10918,0.25130,0.21984,0.22546,non-corporate,0.68448,2026
157,Real estate and rental and leasing,10382152390209.22852,,Real estate and rental and leasing,-0.24839,0.28326,0.18042,0.30571,0.28326,0.28740,non-corporate,0.11052,2026
159,Transportation and warehousing,270737659127.65555,,Transportation and warehousing,-0.43104,0.17054,0.05271,0.20413,0.17054,0.17636,non-corporate,0.73686,2026
162,Overall,20307631130712.19531,,Overall,-0.17753,0.22096,0.14388,0.20112,0.42054,0.37793,corporate,0.49953,2026
163,Overall,17036588869287.80469,,Overall,-0.26161,0.27115,0.16748,0.29836,0.27115,0.27615,non-corporate,0.24503,2026
0,Accommodation,251468386854.07248,7210,Accommodation and food services,-0.08619,0.27927,0.20875,0.26384,0.46390,0.42520,corporate,0.20329,2027
1,Food services and drinking places,170870560831.34879,7220,Accommodation and food services,-0.10778,0.26040,0.18868,0.24920,0.44987,0.41062,corporate,0.39417,2027
2,Administrative and support services,106492097792.69568,5610,Administrative and waste management services,-0.13636,0.23885,0.16543,0.22983,0.43384,0.39373,corporate,0.63648,2027
3,Waste management and remediation services,69464866307.31482,5620,Administrative and waste management services,-0.17887,0.22379,0.14551,0.20103,0.42263,0.37926,corporate,0.51578,2027
4,Farms,359601192714.82739,110C,"Agriculture, forestry, fishing, and hunting",-0.12108,0.25242,0.17977,0.24019,0.44393,0.40415,corporate,0.34385,2027
5,"Forestry, fishing, and related activities",34352705962.32426,113F,"Agriculture, forestry, fishing, and hunting",-0.13452,0.24889,0.17495,0.23108,0.44130,0.40065,corporate,0.33879,2027
6,"Performing arts, spectator sports, museums, and related activities",79922779340.27766,711A,"Arts, entertainment, and recreation",-0.21806,0.21438,0.13243,0.17446,0.41563,0.36976,corporate,0.59077,2027
7,"Amusements, gambling, and recreation industries",103100531850.63574,7130,"Arts, entertainment, and recreation",-0.20692,0.20493,0.12531,0.18201,0.40860,0.36459,corporate,0.52802,2027
8,Construction,167674309864.62842,2300,Construction,-0.12462,0.24733,0.17493,0.23779,0.44014,0.40063,corporate,0.41082,2027
9,Educational services,321852356259.17963,6100,Educational services,-0.13181,0.25331,0.17855,0.23292,0.44459,0.40326,corporate,0.41215,2027
10,Credit intermediation and related activities,742471497270.98792,5220,Finance and insurance,-0.12448,0.24354,0.17117,0.23789,0.43732,0.39790,corporate,0.59839,2027
11,"Securities, commodity contracts, and investments",117288646634.00693,5230,Finance and insurance,-0.09712,0.27020,0.19904,0.25643,0.45715,0.41815,corporate,0.31511,2027
12,Insurance carriers and related activities,242704259872.50821,5240,Finance and insurance,-0.09723,0.26432,0.19352,0.25636,0.45278,0.41413,corporate,0.50113,2027
13,"Funds, trusts, and other financial vehicles",34266597922.83983,5250,Finance and insurance,-0.08748,0.27807,0.20721,0.26296,0.46301,0.42408,corporate,0.25610,2027
14,Ambulatory health care services,187676386627.50763,6210,Health care and social assistance,-0.12399,0.24814,0.17520,0.23822,0.44074,0.40083,corporate,0.52952,2027
15,Hospitals,476870658866.97443,622H,Health care and social assistance,-0.13072,0.25125,0.17692,0.23366,0.44306,0.40208,corporate,0.43894,2027
16,Nursing and residential care facilities,45367688456.41498,6230,Health care and social assistance,-0.13166,0.24902,0.17476,0.23302,0.44140,0.40051,corporate,0.46446,2027
17,Social assistance,32821172821.90539,6240,Health care and social assistance,-0.13169,0.24784,0.17386,0.23300,0.44052,0.39986,corporate,0.45640,2027
18,Publishing industries (including software),205722166039.38168,5110,Information,-0.17900,0.23456,0.15614,0.20094,0.43064,0.38698,corporate,0.60370,2027
19,Motion picture and sound recording industries,275276728520.28156,5120,Information,-0.21685,0.23024,0.14765,0.17528,0.42743,0.38082,corporate,0.64211,2027
20,Broadcasting and telecommunications,1290508619097.38721,5130,Information,-0.22727,0.19724,0.11504,0.16822,0.40289,0.35712,corporate,0.66319,2027
21,Information and data processing services,118194411065.82817,5140,Information,-0.16831,0.22472,0.14837,0.20818,0.42332,0.38134,corporate,0.73713,2027
22,Management of companies and enterprises,424413204161.25208,5500,Management of companies and enterprises,-0.10306,0.26689,0.19512,0.25241,0.45469,0.41530,corporate,0.38064,2027
23,"Food, beverage, and tobacco products",382744557829.31506,311A,Manufacturing,-0.11158,0.25248,0.18120,0.24663,0.44397,0.40519,corporate,0.44433,2027
24,Textile mills and textile product mills,39763433351.20227,313T,Manufacturing,-0.10089,0.25858,0.18799,0.25387,0.44851,0.41012,corporate,0.45377,2027
25,Apparel and leather and allied products,23802489966.32124,315A,Manufacturing,-0.06780,0.27743,0.20969,0.27630,0.46253,0.42589,corporate,0.30319,2027
26,Wood products,45996624948.83839,3210,Manufacturing,-0.09764,0.26272,0.19231,0.25608,0.45159,0.41326,corporate,0.37879,2027
27,Paper products,129541595783.22841,3220,Manufacturing,-0.14286,0.23479,0.16091,0.22543,0.43081,0.39045,corporate,0.54146,2027
28,Printing and related support activities,49933189821.24265,3230,Manufacturing,-0.14354,0.23406,0.16013,0.22497,0.43028,0.38988,corporate,0.57690,2027
29,Petroleum and coal products,329428097154.64099,3240,Manufacturing,-0.11633,0.25653,0.18435,0.24341,0.44699,0.40748,corporate,0.32261,2027
30,Chemical products,863500092522.49268,3250,Manufacturing,-0.23995,0.18671,0.10449,0.15962,0.39505,0.34946,corporate,0.62831,2027
31,Plastics and rubber products,110331312312.14606,3260,Manufacturing,-0.13477,0.23869,0.16561,0.23091,0.43372,0.39387,corporate,0.51780,2027
32,Nonmetallic mineral products,116582519995.50418,3270,Manufacturing,-0.12144,0.25154,0.17907,0.23995,0.44328,0.40364,corporate,0.39458,2027
33,Primary metals,186378975799.56097,3310,Manufacturing,-0.10979,0.25229,0.18120,0.24784,0.44383,0.40519,corporate,0.46944,2027
34,Fabricated metal products,185026333664.73990,3320,Manufacturing,-0.12080,0.24545,0.17359,0.24038,0.43874,0.39966,corporate,0.50589,2027
35,Machinery,272319888399.54382,3330,Manufacturing,-0.13527,0.23996,0.16672,0.23057,0.43466,0.39467,corporate,0.50210,2027
36,Computer and electronic products,503974938260.14197,3340,Manufacturing,-0.15820,0.23631,0.16023,0.21504,0.43194,0.38996,corporate,0.59915,2027
37,"Electrical equipment, appliances, and components",97409347474.36090,3350,Manufacturing,-0.11648,0.25254,0.18063,0.24331,0.44402,0.40477,corporate,0.42035,2027
38,"Motor vehicles, bodies and trailers, and parts",238664334579.08081,336M,Manufacturing,-0.12508,0.24736,0.17476,0.23748,0.44016,0.40051,corporate,0.53058,2027
39,Other transportation equipment,222225359206.36774,336O,Manufacturing,-0.10476,0.25807,0.18732,0.25125,0.44813,0.40963,corporate,0.40466,2027
40,Furniture and related products,27298970228.61856,3370,Manufacturing,-0.10452,0.25742,0.18659,0.25141,0.44765,0.40910,corporate,0.43085,2027
41,Miscellaneous manufacturing,132809342156.87767,338A,Manufacturing,-0.14664,0.23630,0.16190,0.22287,0.43194,0.39117,corporate,0.49630,2027
42,Oil and gas extraction,1206378883391.49341,2110,Mining,-0.30694,0.13735,0.05101,0.11423,0.35834,0.31061,corporate,0.81700,2027
43,"Mining, except oil and gas",190223523011.70444,2120,Mining,-0.19777,0.20546,0.12704,0.18821,0.40900,0.36584,corporate,0.57719,2027
44,Support activities for mining,120225750260.04312,2130,Mining,-0.20831,0.19240,0.11378,0.18107,0.39928,0.35621,corporate,0.73741,2027
45,"Other services, except government",227393671623.35632,8100,"Other services, except government",-0.15765,0.23669,0.16022,0.21541,0.43223,0.38995,corporate,0.45100,2027
46,Legal services,20028299848.35870,5411,"Professional, scientific, and technical services",-0.10175,0.25943,0.18849,0.25329,0.44914,0.41048,corporate,0.51917,2027
47,"Miscellaneous professional, scientific, and technical services",249009155858.66895,5412,"Professional, scientific, and technical services",-0.18607,0.21684,0.13892,0.19615,0.41746,0.37447,corporate,0.66461,2027
48,Computer systems design and related services,42903264706.01630,5415,"Professional, scientific, and technical services",-0.12801,0.24822,0.17502,0.23550,0.44080,0.40070,corporate,0.62936,2027
49,Real estate,2545926858991.70166,5310,Real estate and rental and leasing,-0.10941,0.27378,0.20084,0.24810,0.45982,0.41946,corporate,0.08976,2027
50,Rental and leasing services and lessors of intangible assets,248115752511.19281,5320,Real estate and rental and leasing,-0.19435,0.19667,0.11974,0.19053,0.40246,0.36054,corporate,0.77658,2027
51,Retail trade,1608593250069.83716,44RT,Retail trade,-0.07655,0.27751,0.20847,0.27037,0.46259,0.42500,corporate,0.27307,2027
52,Air transportation,190656778827.51108,4810,Transportation and warehousing,-0.24439,0.17513,0.09337,0.15662,0.38644,0.34139,corporate,0.72300,2027
53,Railroad transportation,331353541688.74603,4820,Transportation and warehousing,-0.30890,0.15078,0.06198,0.11290,0.36832,0.31858,corporate,0.69992,2027
54,Water transportation,36714023795.72885,4830,Transportation and warehousing,-0.20362,0.20007,0.12099,0.18425,0.40499,0.36145,corporate,0.68245,2027
55,Truck transportation,108471874448.41913,4840,Transportation and warehousing,-0.16193,0.21782,0.14322,0.21251,0.41819,0.37760,corporate,0.68619,2027
56,Transit and ground passenger transportation,35034660346.81857,4850,Transportation and warehousing,-0.13823,0.23920,0.16525,0.22857,0.43409,0.39360,corporate,0.55262,2027
57,Pipeline transportation,169678725931.23572,4860,Transportation and warehousing,-0.32933,0.12714,0.03869,0.09905,0.35074,0.30166,corporate,0.81324,2027
58,Other transportation and support activities,110872018728.69969,487S,Transportation and warehousing,-0.20068,0.20682,0.12745,0.18624,0.41001,0.36614,corporate,0.60535,2027
59,Warehousing and storage,33575803409.08718,4930,Transportation and warehousing,-0.10962,0.26156,0.18924,0.24796,0.45073,0.41103,corporate,0.39036,2027
60,Utilities,2043224620805.23413,2200,Utilities,-0.25344,0.18065,0.09619,0.15048,0.39055,0.34343,corporate,0.66739,2027
61,Wholesale trade,973137443869.54004,4200,Wholesale trade,-0.06415,0.27836,0.21119,0.27878,0.46323,0.42698,corporate,0.28871,2027
62,Accommodation,321835229078.42981,7210,Accommodation and food services,-0.20934,0.29444,0.19549,0.32851,0.29444,0.30071,non-corporate,0.28132,2027
63,Food services and drinking places,131618330780.63083,7220,Accommodation and food services,-0.23710,0.27382,0.17282,0.31310,0.27382,0.28101,non-corporate,0.47463,2027
64,Administrative and support services,87779837155.20003,5610,Administrative and waste management services,-0.26643,0.25596,0.15267,0.29682,0.25596,0.26349,non-corporate,0.65381,2027
65,Waste management and remediation services,45442362954.20710,5620,Administrative and waste management services,-0.32689,0.23147,0.12193,0.26325,0.23147,0.23677,non-corporate,0.56970,2027
66,Farms,695254770987.64185,110C,"Agriculture, forestry, fishing, and hunting",-0.24545,0.27244,0.17067,0.30846,0.27244,0.27914,non-corporate,0.32019,2027
67,"Forestry, fishing, and related activities",182890160760.91397,113F,"Agriculture, forestry, fishing, and hunting",-0.25415,0.27844,0.17531,0.30363,0.27844,0.28317,non-corporate,0.16260,2027
68,"Performing arts, spectator sports, museums, and related activities",85913620169.68947,711A,"Arts, entertainment, and recreation",-0.37971,0.21875,0.10391,0.23392,0.21875,0.22111,non-corporate,0.63698,2027
69,"Amusements, gambling, and recreation industries",103963170328.02748,7130,"Arts, entertainment, and recreation",-0.35803,0.21458,0.10273,0.24596,0.21458,0.22008,non-corporate,0.55421,2027
70,Construction,416883328410.43872,2300,Construction,-0.26043,0.26724,0.16407,0.30015,0.26724,0.27340,non-corporate,0.33339,2027
71,Educational services,223504007264.40912,6100,Educational services,-0.26752,0.26515,0.16063,0.29621,0.26515,0.27041,non-corporate,0.45354,2027
72,Credit intermediation and related activities,75859556179.32388,5220,Finance and insurance,-0.24322,0.26634,0.16521,0.30970,0.26634,0.27439,non-corporate,0.57433,2027
73,"Securities, commodity contracts, and investments",178435565512.12598,5230,Finance and insurance,-0.22185,0.29009,0.19004,0.32157,0.29009,0.29597,non-corporate,0.23357,2027
74,Insurance carriers and related activities,22117554582.45041,5240,Finance and insurance,-0.22223,0.28220,0.18247,0.32136,0.28220,0.28939,non-corporate,0.50157,2027
75,"Funds, trusts, and other financial vehicles",32975922704.13087,5250,Finance and insurance,-0.21685,0.29270,0.19286,0.32434,0.29270,0.29842,non-corporate,0.26127,2027
76,Ambulatory health care services,165185547974.24033,6210,Health care and social assistance,-0.25422,0.26352,0.16101,0.30359,0.26352,0.27074,non-corporate,0.56629,2027
77,Hospitals,468739962062.38196,622H,Health care and social assistance,-0.26563,0.26377,0.15965,0.29726,0.26377,0.26956,non-corporate,0.48023,2027
78,Nursing and residential care facilities,44969311543.58502,6230,Health care and social assistance,-0.26570,0.26220,0.15818,0.29722,0.26220,0.26828,non-corporate,0.50341,2027
79,Social assistance,33500693280.57160,6240,Health care and social assistance,-0.26527,0.26263,0.15878,0.29746,0.26263,0.26880,non-corporate,0.47024,2027
80,Publishing industries (including software),10531454693.94330,5110,Information,-0.31214,0.25103,0.14252,0.27144,0.25103,0.25467,non-corporate,0.56976,2027
81,Motion picture and sound recording industries,32648570359.12500,5120,Information,-0.37680,0.23563,0.12047,0.23553,0.23563,0.23550,non-corporate,0.67432,2027
82,Broadcasting and telecommunications,114376654727.18872,5130,Information,-0.37585,0.20784,0.09392,0.23606,0.20784,0.21242,non-corporate,0.67985,2027
83,Information and data processing services,9622690880.85332,5140,Information,-0.30179,0.24195,0.13524,0.27718,0.24195,0.24834,non-corporate,0.72643,2027
84,Management of companies and enterprises,90403382554.93427,5500,Management of companies and enterprises,-0.22961,0.28244,0.18176,0.31726,0.28244,0.28878,non-corporate,0.41748,2027
85,"Food, beverage, and tobacco products",75311838089.52502,311A,Manufacturing,-0.22393,0.27727,0.17791,0.32041,0.27727,0.28543,non-corporate,0.42232,2027
