,Industry,assets,bea_ind_code,major_industry,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,tax_treat,z_mix,year
32,Nonmetallic mineral products,116582519995.50418,3270,Manufacturing,-0.08795,0.18593,0.12780,0.24397,0.28808,0.27846,corporate,0.39253,2026
33,Primary metals,186378975799.56097,3310,Manufacturing,-0.08039,0.18703,0.12990,0.24922,0.28904,0.28019,corporate,0.46679,2026
34,Fabricated metal products,185026333664.73990,3320,Manufacturing,-0.08970,0.18081,0.12306,0.24275,0.28360,0.27454,corporate,0.50338,2026
35,Machinery,272319888399.54382,3330,Manufacturing,-0.10402,0.17404,0.11494,0.23280,0.27768,0.26782,corporate,0.49978,2026
36,Computer and electronic products,503974938260.14197,3340,Manufacturing,-0.13234,0.16467,0.10223,0.21312,0.26949,0.25731,corporate,0.59651,2026
37,"Electrical equipment, appliances, and components",97409347474.36090,3350,Manufacturing,-0.09036,0.18417,0.12588,0.24229,0.28654,0.27687,corporate,0.41812,2026
38,"Motor vehicles, bodies and trailers, and parts",238664334579.08081,336M,Manufacturing,-0.09985,0.17861,0.11954,0.23569,0.28168,0.27162,corporate,0.52823,2026
39,Other transportation equipment,222225359206.36774,336O,Manufacturing,-0.08363,0.18811,0.13043,0.24697,0.28999,0.28063,corporate,0.40271,2026
40,Furniture and related products,27298970228.61856,3370,Manufacturing,-0.07848,0.19002,0.13282,0.25055,0.29166,0.28261,corporate,0.42831,2026
41,Miscellaneous manufacturing,132809342156.87767,338A,Manufacturing,-0.11474,0.16942,0.10924,0.22535,0.27364,0.26310,corporate,0.49404,2026
42,Oil and gas extraction,1206378883391.49341,2110,Mining,-0.21311,0.09808,0.03195,0.15699,0.21126,0.19917,corporate,0.81483,2026
43,"Mining, except oil and gas",190223523011.70444,2120,Mining,-0.13953,0.15017,0.08859,0.20812,0.25681,0.24602,corporate,0.57486,2026
44,Support activities for mining,120225750260.04312,2130,Mining,-0.14890,0.13978,0.07811,0.20161,0.24772,0.23735,corporate,0.73488,2026
45,"Other services, except government",227393671623.35632,8100,"Other services, except government",-0.11187,0.17414,0.11347,0.22734,0.27777,0.26660,corporate,0.44757,2026
46,Legal services,20028299848.35870,5411,"Professional, scientific, and technical services",-0.07445,0.19273,0.13564,0.25334,0.29403,0.28494,corporate,0.51576,2026
47,"Miscellaneous professional, scientific, and technical services",249009155858.66895,5412,"Professional, scientific, and technical services",-0.14637,0.15168,0.08880,0.20337,0.25813,0.24619,corporate,0.66190,2026
48,Computer systems design and related services,42903264706.01630,5415,"Professional, scientific, and technical services",-0.10545,0.17751,0.11762,0.23180,0.28072,0.27003,corporate,0.62658,2026
49,Real estate,2545926858991.70166,5310,Real estate and rental and leasing,-0.07469,0.20418,0.14566,0.25318,0.30404,0.29324,corporate,0.09209,2026
50,Rental and leasing services and lessors of intangible assets,248115752511.19281,5320,Real estate and rental and leasing,-0.13975,0.14332,0.08276,0.20797,0.25082,0.24120,corporate,0.77438,2026
51,Retail trade,1608593250069.83716,44RT,Retail trade,-0.05458,0.20786,0.15203,0.26715,0.30726,0.29850,corporate,0.27074,2026
52,Air transportation,190656778827.51108,4810,Transportation and warehousing,-0.17178,0.12668,0.06316,0.18571,0.23627,0.22498,corporate,0.72038,2026
53,Railroad transportation,331353541688.74603,4820,Transportation and warehousing,-0.21149,0.10820,0.04042,0.15811,0.22011,0.20617,corporate,0.69673,2026
54,Water transportation,36714023795.72885,4830,Transportation and warehousing,-0.14431,0.14597,0.08398,0.20480,0.25314,0.24221,corporate,0.67934,2026
55,Truck transportation,108471874448.41913,4840,Transportation and warehousing,-0.11709,0.15981,0.10063,0.22372,0.26524,0.25598,corporate,0.68394,2026
56,Transit and ground passenger transportation,35034660346.81857,4850,Transportation and warehousing,-0.09894,0.17688,0.11800,0.23633,0.28017,0.27035,corporate,0.54921,2026
57,Pipeline transportation,169678725931.23572,4860,Transportation and warehousing,-0.22686,0.09052,0.02318,0.14743,0.20465,0.19191,corporate,0.81097,2026
58,Other transportation and support activities,110872018728.69969,487S,Transportation and warehousing,-0.14145,0.15108,0.08882,0.20678,0.25760,0.24621,corporate,0.60224,2026
59,Warehousing and storage,33575803409.08718,4930,Transportation and warehousing,-0.07763,0.19481,0.13685,0.25114,0.29585,0.28595,corporate,0.38683,2026
60,Utilities,2043224620805.23413,2200,Utilities,-0.17585,0.13094,0.06563,0.18288,0.23999,0.22703,corporate,0.66370,2026
61,Wholesale trade,973137443869.54004,4200,Wholesale trade,-0.04836,0.20800,0.15331,0.27148,0.30738,0.29956,corporate,0.28714,2026
62,Accommodation,321835229078.42981,7210,Accommodation and food services,-0.19949,0.28324,0.19826,0.30409,0.28324,0.28632,non-corporate,0.26637,2026
63,Food services and drinking places,131618330780.63083,7220,Accommodation and food services,-0.22662,0.26228,0.17551,0.28835,0.26228,0.26607,non-corporate,0.45818,2026
64,Administrative and support services,87779837155.20003,5610,Administrative and waste management services,-0.25595,0.24415,0.15539,0.27133,0.24415,0.24816,non-corporate,0.64021,2026
65,Waste management and remediation services,45442362954.20710,5620,Administrative and waste management services,-0.31199,0.22348,0.12915,0.23882,0.22348,0.22480,non-corporate,0.55205,2026
66,Farms,695254770987.64185,110C,"Agriculture, forestry, fishing, and hunting",-0.23424,0.26137,0.17404,0.28393,0.26137,0.26476,non-corporate,0.31221,2026
67,"Forestry, fishing, and related activities",182890160760.91397,113F,"Agriculture, forestry, fishing, and hunting",-0.24156,0.26912,0.18074,0.27968,0.26912,0.27073,non-corporate,0.15918,2026
68,"Performing arts, spectator sports, museums, and related activities",85913620169.68947,711A,"Arts, entertainment, and recreation",-0.36284,0.21326,0.11452,0.20932,0.21326,0.21178,non-corporate,0.61899,2026
69,"Amusements, gambling, and recreation industries",103963170328.02748,7130,"Arts, entertainment, and recreation",-0.34150,0.20665,0.11066,0.22170,0.20665,0.20834,non-corporate,0.54309,2026
70,Construction,416883328410.43872,2300,Construction,-0.24832,0.25677,0.16834,0.27576,0.25677,0.25968,non-corporate,0.32716,2026
71,Educational services,223504007264.40912,6100,Educational services,-0.25546,0.25600,0.16598,0.27162,0.25600,0.25759,non-corporate,0.43159,2026
72,Credit intermediation and related activities,75859556179.32388,5220,Finance and insurance,-0.23294,0.25403,0.16719,0.28468,0.25403,0.25866,non-corporate,0.55947,2026
73,"Securities, commodity contracts, and investments",178435565512.12598,5230,Finance and insurance,-0.21145,0.27922,0.19338,0.29715,0.27922,0.28198,non-corporate,0.22491,2026
74,Insurance carriers and related activities,22117554582.45041,5240,Finance and insurance,-0.21300,0.27019,0.18445,0.29625,0.27019,0.27402,non-corporate,0.48467,2026
75,"Funds, trusts, and other financial vehicles",32975922704.13087,5250,Finance and insurance,-0.20652,0.28217,0.19638,0.30001,0.28217,0.28464,non-corporate,0.24532,2026
76,Ambulatory health care services,165185547974.24033,6210,Health care and social assistance,-0.24325,0.25228,0.16414,0.27870,0.25228,0.25595,non-corporate,0.54778,2026
77,Hospitals,468739962062.38196,622H,Health care and social assistance,-0.25364,0.25413,0.16452,0.27268,0.25413,0.25628,non-corporate,0.45990,2026
78,Nursing and residential care facilities,44969311543.58502,6230,Health care and social assistance,-0.25380,0.25232,0.16279,0.27258,0.25232,0.25475,non-corporate,0.48236,2026
79,Social assistance,33500693280.57160,6240,Health care and social assistance,-0.25334,0.25254,0.16325,0.27284,0.25254,0.25515,non-corporate,0.45254,2026
80,Publishing industries (including software),10531454693.94330,5110,Information,-0.29981,0.24266,0.14937,0.24589,0.24266,0.24280,non-corporate,0.55502,2026
81,Motion picture and sound recording industries,32648570359.12500,5120,Information,-0.36061,0.23117,0.13227,0.21061,0.23117,0.22758,non-corporate,0.65139,2026
82,Broadcasting and telecommunications,114376654727.18872,5130,Information,-0.35903,0.20114,0.10305,0.21153,0.20114,0.20157,non-corporate,0.66286,2026
83,Information and data processing services,9622690880.85332,5140,Information,-0.29115,0.23116,0.13929,0.25091,0.23116,0.23383,non-corporate,0.71437,2026
84,Management of companies and enterprises,90403382554.93427,5500,Management of companies and enterprises,-0.21979,0.27130,0.18473,0.29231,0.27130,0.27428,non-corporate,0.40144,2026
85,"Food, beverage, and tobacco products",75311838089.52502,311A,Manufacturing,-0.21453,0.26434,0.17912,0.29537,0.26434,0.26928,non-corporate,0.41121,2026
86,Textile mills and textile product mills,7854948624.08660,313T,Manufacturing,-0.20860,0.26735,0.18243,0.29881,0.26735,0.27223,non-corporate,0.44155,2026
87,Apparel and leather and allied products,5338390836.47052,315A,Manufacturing,-0.17574,0.28458,0.20244,0.31787,0.28458,0.29004,non-corporate,0.30671,2026
88,Wood products,13100141973.28175,3210,Manufacturing,-0.20973,0.26939,0.18432,0.29815,0.26939,0.27391,non-corporate,0.38138,2026
89,Paper products,18990987477.15243,3220,Manufacturing,-0.25401,0.24389,0.15542,0.27246,0.24389,0.24819,non-corporate,0.52912,2026
90,Printing and related support activities,7652157518.94444,3230,Manufacturing,-0.25689,0.24211,0.15338,0.27079,0.24211,0.24637,non-corporate,0.57071,2026
91,Petroleum and coal products,36804972258.67471,3240,Manufacturing,-0.23106,0.26154,0.17469,0.28577,0.26154,0.26534,non-corporate,0.34806,2026
92,Chemical products,155956627359.31982,3250,Manufacturing,-0.36384,0.19520,0.09753,0.20874,0.19520,0.19665,non-corporate,0.61310,2026
93,Plastics and rubber products,18759113940.69875,3260,Manufacturing,-0.23733,0.25181,0.16482,0.28214,0.25181,0.25655,non-corporate,0.47982,2026
94,Nonmetallic mineral products,17930326841.81076,3270,Manufacturing,-0.23415,0.25869,0.17162,0.28398,0.25869,0.26261,non-corporate,0.39656,2026
95,Primary metals,31384946425.19739,3310,Manufacturing,-0.21320,0.26334,0.17827,0.29613,0.26334,0.26852,non-corporate,0.44667,2026
96,Fabricated metal products,33868174282.10670,3320,Manufacturing,-0.22646,0.25622,0.17014,0.28844,0.25622,0.26129,non-corporate,0.48351,2026
97,Machinery,44994036766.64782,3330,Manufacturing,-0.23359,0.25509,0.16835,0.28431,0.25509,0.25969,non-corporate,0.45077,2026
98,Computer and electronic products,67202508360.48989,3340,Manufacturing,-0.27822,0.24217,0.15107,0.25841,0.24217,0.24432,non-corporate,0.59840,2026
99,"Electrical equipment, appliances, and components",13457767002.51348,3350,Manufacturing,-0.21772,0.26476,0.17918,0.29352,0.26476,0.26933,non-corporate,0.39106,2026
100,"Motor vehicles, bodies and trailers, and parts",37968439963.23032,336M,Manufacturing,-0.23198,0.25768,0.17092,0.28524,0.25768,0.26198,non-corporate,0.50468,2026
101,Other transportation equipment,37605705698.38089,336O,Manufacturing,-0.20244,0.27172,0.18753,0.30238,0.27172,0.27677,non-corporate,0.36244,2026
102,Furniture and related products,3398491339.27717,3370,Manufacturing,-0.20977,0.26711,0.18221,0.29813,0.26711,0.27203,non-corporate,0.41900,2026
103,Miscellaneous manufacturing,21983133310.84389,338A,Manufacturing,-0.24976,0.24909,0.16090,0.27493,0.24909,0.25306,non-corporate,0.46474,2026
104,Oil and gas extraction,250060628349.19983,2110,Mining,-0.45114,0.14003,0.03612,0.15809,0.14003,0.14199,non-corporate,0.82124,2026
105,"Mining, except oil and gas",42556976404.31303,2120,Mining,-0.32200,0.21441,0.12018,0.23301,0.21441,0.21681,non-corporate,0.54083,2026
106,Support activities for mining,25044165259.49403,2130,Mining,-0.33802,0.19678,0.10181,0.22372,0.19678,0.20046,non-corporate,0.74006,2026
107,"Other services, except government",434659499245.13385,8100,"Other services, except government",-0.28804,0.23733,0.14498,0.25272,0.23733,0.23889,non-corporate,0.48275,2026
108,Legal services,24694671278.72603,5411,"Professional, scientific, and technical services",-0.21739,0.26468,0.17877,0.29370,0.26468,0.26897,non-corporate,0.52614,2026
109,"Miscellaneous professional, scientific, and technical services",250145961932.30286,5412,"Professional, scientific, and technical services",-0.31784,0.21955,0.12543,0.23543,0.21955,0.22149,non-corporate,0.67477,2026
110,Computer systems design and related services,34987856978.61507,5415,"Professional, scientific, and technical services",-0.24950,0.25251,0.16393,0.27508,0.25251,0.25576,non-corporate,0.63689,2026
111,Real estate,10194541073775.74609,5310,Real estate and rental and leasing,-0.23556,0.27605,0.18777,0.28316,0.27605,0.27698,non-corporate,0.09493,2026
112,Rental and leasing services and lessors of intangible assets,187611316433.48492,5320,Real estate and rental and leasing,-0.31785,0.20331,0.11039,0.23542,0.20331,0.20810,non-corporate,0.77124,2026
113,Retail trade,599107994983.75305,44RT,Retail trade,-0.16284,0.29337,0.21216,0.32535,0.29337,0.29870,non-corporate,0.21899,2026
114,Air transportation,47796425035.38664,4810,Transportation and warehousing,-0.37971,0.17831,0.07982,0.19953,0.17831,0.18089,non-corporate,0.73196,2026
115,Railroad transportation,83039763587.38625,4820,Transportation and warehousing,-0.45827,0.15046,0.04432,0.15395,0.15046,0.14929,non-corporate,0.71158,2026
116,Water transportation,9217710064.27329,4830,Transportation and warehousing,-0.33289,0.20358,0.10845,0.22670,0.20358,0.20637,non-corporate,0.69259,2026
117,Truck transportation,37317255861.79116,4840,Transportation and warehousing,-0.28475,0.22219,0.13178,0.25462,0.22219,0.22715,non-corporate,0.70360,2026
118,Transit and ground passenger transportation,10233125938.19117,4850,Transportation and warehousing,-0.25929,0.24319,0.15386,0.26940,0.24319,0.24680,non-corporate,0.57045,2026
119,Pipeline transportation,33708295455.53726,4860,Transportation and warehousing,-0.47906,0.12812,0.02175,0.14189,0.12812,0.12920,non-corporate,0.82241,2026
120,Other transportation and support activities,34235605978.45628,487S,Transportation and warehousing,-0.33173,0.20934,0.11391,0.22737,0.20934,0.21124,non-corporate,0.61951,2026
121,Warehousing and storage,15189477206.63352,4930,Transportation and warehousing,-0.22886,0.26501,0.17763,0.28705,0.26501,0.26796,non-corporate,0.41572,2026
122,Utilities,110848021471.32501,2200,Utilities,-0.39135,0.18258,0.08173,0.19278,0.18258,0.18259,non-corporate,0.67481,2026
123,Wholesale trade,387578651034.95862,4200,Wholesale trade,-0.14721,0.29739,0.21792,0.33442,0.29739,0.30382,non-corporate,0.19822,2026
124,Accommodation and food services,422338947685.42126,,Accommodation and food services,-0.06619,0.20322,0.14611,0.25908,0.30320,0.29361,corporate,0.27804,2026
125,Administrative and waste management services,175956964100.01053,,Administrative and waste management services,-0.11265,0.17001,0.10986,0.22680,0.27416,0.26362,corporate,0.58584,2026
126,"Agriculture, forestry, fishing, and hunting",393953898677.15161,,"Agriculture, forestry, fishing, and hunting",-0.08641,0.18733,0.12917,0.24503,0.28931,0.27959,corporate,0.34161,2026
127,"Arts, entertainment, and recreation",183023311190.91339,,"Arts, entertainment, and recreation",-0.15107,0.15066,0.08713,0.20010,0.25724,0.24482,corporate,0.55265,2026
